00A695A8	Michael	迈克尔
00A6EE38	Fooliganz Goon (female)	氓打手（女）
00A6EE50	Fooliganz Goon (male)	氓打手（男）
00A6EE68	Friedlander Goon	莱德兰德
00A6EE80	Generic DJ	普通DJ
00A6EE90	Generic Street (Male)	普通街头人 (男)
00A6EEA8	Georgina Cheng	乔治娜·郑
00A6EEB8	Gerald	杰拉
00A6EEC0	Golfer A	高尔A
00A6EED0	Golfer B	高尔B
00A6EEE0	Goons 1	打手1
00A6EEE8	Gustavo	古斯
00A6EEF0	Gun Van Seller	枪车卖家
00A6EF00	Hazmat Worker	防化服工
00A6EF10	Hippy Leader (IG)	嬉皮士领袖
00A6EF24	Huang	黄
00A6EF2C	Imani	伊
00A6EF34	Jackie	杰基
00A6EF40	Jamal Amir	阿米尔
00A6EF50	Jenette	珍妮
00A6EF58	Jimmy Lovine	吉米
00A6EF68	Juan Strickler aka El Rubio	胡安·斯特里克勒
00A6EF88	Johnny Guns	强尼
00A6EF94	Kaylee	凯莉
00A6EFA0	Labrat (CS)	老鼠 (CS)
00A6EFB0	Labrat (IG)	老鼠 (IG)
00A6EFC0	Lacey Jonas	乔纳斯
00A6EFD0	Lil' Dee	小迪
00A6EFE0	Luchadora (CS)	女摔跤手
00A6EFF0	Luchadora (IG)	女摔跤手
00A6F000	Mara Grande	玛拉格
00A6F010	Male Club Dancer (Burlesque)	男夜总会舞者 (滑稽)
00A6F030	Male Club Dancer (Leather)	男夜总会舞者(皮革)
00A6F050	Male Club Dancer (Rave)	男夜总会舞(狂欢)
00A6F068	Maxim Rashkovsky	马克西姆斯
00A6F080	Miguel Madrazo	米格尔德
00A6F090	Mimi	咪
00A6F098	Moodymann	穆迪曼
00A6F0A8	Moodymann's Girl 1	穆迪曼女孩1
00A6F0C0	Moodymann's Girl 2	穆迪曼女孩2
00A6F0D8	Moodymann's Girl 3	穆迪曼女孩3
00A6F0F0	Music Locker Barman	音乐柜台酒保
00A6F108	Music Locker Bouncer 1	音乐储物柜保安1
00A6F120	Music Locker Bouncer 2	音乐储物柜保安2
00A6F138	Musician	音乐
00A6F148	Nervous Ron (CS)	紧张罗恩CS
00A6F160	Nervous Ron (IG)	紧张罗恩IG
00A6F178	Old Rich Guy	年老富人
00A6F188	Party Girl	派对女
00A6F198	Party Man 1	派对男1
00A6F1A8	Party Man 2	派对男2
00A6F1B8	Party Promo	派对宣
00A6F1C4	Pavel	帕
00A6F1CC	Phil	莱
00A6F1D8	Phoenicia Rackman	菲尼西亚·拉
00A6F1F0	Race Manager	比赛经理
00A6F200	Rampa	岚
00A6F208	Retail Stuff	零售员工
00A6F218	Req Officer	请求官
00A6F228	Scott Storch	斯科特斯
00A6F238	Security 5	保安5
00A6F248	Security A	保安A
00A6F258	Sessanta	塞桑
00A6F268	Slasher	凶手
00A6F270	Soloman	所罗
00A6F278	Soloman's Manager	所罗门经理
00A6F290	Sound Eng	音响师
00A6F2A0	Sound Eng 2	音响师2
00A6F2B0	Studio Assist 1	录音室员1
00A6F2C0	Studio Assist 2	录音室员2
00A6F2D0	Studio Party 1	录音派对1
00A6F2E0	Studio Party 2	录音派对2
00A6F2F0	Studio Party Y	录音派对Y
00A6F300	Studio Producer	录音制作人
00A6F310	Sub Captain	潜艇舰
00A6F320	Sub Crew	潜艇
00A6F330	Tale Of Us 1	我们故1
00A6F340	Tale Of Us 2	我们事2
00A6F350	Tatoo	纹
00A6F358	Tatoocust	纹顾客
00A6F368	Thornton	索恩
00A6F378	Tony Prince	托尼·普
00A6F388	Vagos Leader	瓦帮老大
00A6F398	Vernon	弗农
00A6F3A0	Vincent	文森
00A6F3A8	Vincent 2	文森2
00A6F3B8	VIP Charter Pilot	贵宾包机员
00A6F3D0	Warehouse Technician	仓库技师
00A6F3E8	Wendy	温
00A6F3F0	West Security	西部保安
00A6F400	Yung Ancestor	年轻黑男
00A6F410	Generic Biker (Male)	普通骑手 (男)
00A6F428	Generic Biker (Female)	普通骑手 (女)
00A6F440	Generic Thug (Male)	普通歹徒 (男)
00A6F458	Warehouse Boss	仓库老板
00A6F468	Warehouse Worker (Male)	仓库工人（男）
00A6F480	Warehouse Worker (Female)	仓库工人（女）
00A6F4A0	Juggernaut 2	重装盔甲
00A6F4B0	Agent 2	特工2
00A6F4B8	Mason Duggan	梅森达根
00A6F4C8	Yeti	雪
00A6F4D0	Yulemonster	圣诞兽
00A6F4E0	Yusuf Amir	尤素福
00A70190	Restore On Respawn	重生后恢复
00A701A8	Compatibility Mode	兼容模式
00A701BC	OFF	关
00A701C0	Mech. Only	仅引擎
00A701D0	Mech. + Visual	引擎+车身
00A701E0	Mech. + Vis. + Cosmetic	引擎+车身+车漆
00A7020C	Mayhem	混乱
00A70218	5 (MPH)	8 (KMH)
00A70220	10 (MPH)	16 (KMH)
00A70230	15 (MPH)	24 (KMH)
00A70240	20 (MPH)	32 (KMH)
00A70250	25 (MPH)	40 (KMH)
00A70260	30 (MPH)	48 (KMH)
00A70270	35 (MPH)	56 (KMH)
00A70280	40 (MPH)	64 (KMH)
00A70290	45 (MPH)	72 (KMH)
00A702A0	50 (MPH)	80 (KMH)
00A702B0	55 (MPH)	88 (KMH)
00A702C0	60 (MPH)	96 (KMH)
00A702D0	65 (MPH)	104(KMH)
00A702E0	70 (MPH)	112(KMH)
00A702F0	75 (MPH)	120(KMH)
00A70300	80 (MPH)	128(KMH)
00A70310	85 (MPH)	136(KMH)
00A70320	90 (MPH)	144(KMH)
00A70330	95 (MPH)	152(KMH)
00A70340	100 (MPH)	160 (KMH)
00A70350	105 (MPH)	168 (KMH)
00A70360	110 (MPH)	176 (KMH)
00A70370	115 (MPH)	184 (KMH)
00A70380	120 (MPH)	192 (KMH)
00A70390	125 (MPH)	200 (KMH)
00A703A0	130 (MPH)	208 (KMH)
00A703B0	135 (MPH)	216 (KMH)
00A703C0	140 (MPH)	224 (KMH)
00A703D0	145 (MPH)	232 (KMH)
00A703E0	150 (MPH)	240 (KMH)
00A703F0	160 (MPH)	256 (KMH)
00A70400	170 (MPH)	272 (KMH)
00A70410	180 (MPH)	288 (KMH)
00A70420	190 (MPH)	304 (KMH)
00A70430	200 (MPH)	320 (KMH)
00A704B0	White	白
00A704B8	Red	红
00A704BC	Green	绿
00A704C4	Blue	蓝
00A704CC	Orange	橙色
00A704D4	Purple	紫色
00A704DC	Grey	灰
00A704E4	Brown	棕
00A704EC	Pink	粉
00A704F8	Dark Green	深绿色
00A70508	Dark Purple	深紫色
00A70518	Dark Blue	深蓝色
00A70524	Yellow	黄色
00A70530	Both Colours	两种颜色
00A70540	Primary Colour Only	仅限主要颜色
00A70558	Secondary Colour Only	仅限次要颜色
00A70598	Standard	标准
00A705A4	Player	玩家
00A705B0	Waypoint	十字
00A705C0	ArrowUpOutlined	上箭头
00A705F8	Electric Blue	电光蓝色
00A70608	Mint Green	薄荷绿
00A70618	Lime Green	青柠色
00A70628	Golden Shower	金色
00A70638	Pony Pink	粉红色
00A70648	Hot Pink	亮粉
00A70658	Blacklight	黑色光
00A70664	Stock	原厂
00A70670	Bright White	亮白
00A70680	Dim White	暗白
00A7068C	Gold	金
00A70698	Black Light	黑光
00A750C8	DEFAULT	默认 
00A754F8	On Release	松开时
00A75508	On Press	按下时
00A7556C	Map	地图
00A75570	Brief	简讯
00A75578	Friends	好友
00A75580	Gallery	相册
00A75588	Game	游戏
00A75590	Settings	设置
00A7559C	Stats	统计
00A755A4	Store	商店
00A755AC	Online	在线
00A755B8	Melee	 近战 
00A755C0	Handguns	 手枪 
00A755D0	Submachine Guns	 冲锋枪
00A755E0	Assault Rifles	 突击步枪
00A755F0	Shotguns	 霰弹 
00A75600	Sniper Rifles	 狙击步枪
00A75610	Heavy Weapons	 重型武器
00A75620	Thrown Weapons	 投掷武器
00A765C4	Normal	正常
00A765CC	Army	军 
00A765E0	Platinum	铂金  
00A765F0	Classic Black	经典黑色
00A76600	Classic Gray	经典灰色
00A76610	Classic Two-Tone	经典双色
00A76628	Classic White	经典白色
00A76638	Classic Beige	经典米色
00A76648	Classic Green	经典绿色
00A76658	Classic Blue	经典蓝色
00A76668	Classic Earth	经典土棕
00A76678	Classic Brown & Black	经典棕色/黑色
00A76690	Red Contrast	红色对比
00A766A0	Blue Contrast	蓝色对比
00A766B0	Yellow Contrast	黄色对比  
00A766C0	Orange Contrast	橙色对比  
00A766D0	Bold Pink	鲜艳粉
00A766E0	Bold Purple & Yellow	鲜艳紫色/黄色 
00A766F8	Bold Orange	鲜艳橙
00A76708	Bold Green & Purple	鲜艳绿色/紫色
00A76720	Bold Red Features	鲜艳红元素
00A76738	Bold Green Features	鲜艳绿色元素
00A76750	Bold Cyan Features	鲜艳青色元素
00A76768	Bold Yellow Features	鲜艳黄色元素  
00A76780	Bold Red & White	鲜艳红与白
00A76798	Bold Blue & White	鲜艳蓝与白
00A767B0	Metallic Gold	金属金色 
00A767C0	Metallic Platinum	金属铂金色  
00A767D8	Metallic Gray & Lilca	金属灰与丁香紫
00A767F0	Metallic Purple & Lime	金属紫与青柠绿
00A76808	Metallic Red	金属红色
00A76818	Metallic Green	金属绿色 
00A76828	Metallic Blue	金属蓝色 
00A76838	Metallic White & Aqua	金属白与水蓝
00A76850	Metallic Red & Yellow	金属红色与黄色
00A7A4C0	Manual	手动
00A7A4C8	Earth	地球
00A7A4D0	Moon	月Q
00A7A4D8	Pluto	冥王星
00A7A4E0	Near Zero	接近零
00A7B9B8	Default	默认
00A7B9C0	No Waves	无浪
00A7B9D0	Freeze Waves	冻结波浪
00A7B9E0	Mode 1	模 1
00A7B9E8	Mode 2	模 2
00A7B9F0	Never	否
00A7B9F8	Always	总是
00A7BA40	Airbrake Mode	自由移动
00A7BA50	Slow	慢
00A7BA58	Fast	快
00A7BA60	Very Fast	非常快
00A7BA70	Current Travel Speed: ~HUD_COLOUR_WHITE~	当前的行驶速度:~HUD_COLOUR_WHITE~
00A7BAA0	Default Airbrake Keys (change in XML):	默认键位在ent-config.xml更改
00A7BAC8	Q/Z - Move Up/Down	Q/Z 上下移动
00A7BAE0	A/D - Rotate Left/Right	A/D 左/右旋转
00A7BAF8	W/S - Move Forward/Back	W/S 前进/后退
00A7BB10	Space + A/D - Move Left/Right	空格 +A/D 左/右平移
00A7BB30	Shift - Toggle Move Speed	Shift切换移动速度
00A7BB50	T - Toggle Frozen Time	T 切换冻结时间
00A7BB68	H - Toggle This Help	H 隐/显  此说明
00A7BB88	Default Controller Input:	手柄按键控制:
00A7BBA8	Triggers - Move Up/Down	扳机键 上下/移动
00A7BBC0	Left/Right Bumper - Rotate	左右按钮: 左右旋转
00A7BBE0	A - Toggle Move Speed	A切换移动速度
00A7BBF8	B - Toggle Frozen Time	B 切换冻结时间
00A7BC10	Mouse / Camera Controls (change in XML):	鼠标/摄像头视角控制(开/关)
00A7BC40	M - Toggle Mouse Control ON/OFF	M - 切换鼠标控制飞行
00AAB2E0	Can't find this animation	~r~无法找到此动作!
00AAB300	Animation applied	动作已执行
00AAB318	Anims not loaded yet, try again later	动作尚未加载，请稍后再试!
00AAB340	Facial Anims	mian   bu   
00AAB350	Player Anims	suo  you de 
00AAB360	 Level 	等级
00AAB368	Scenarios	场景CJ
00AAB378	Movement Clipsets	移动动作集YD
00AAB390	Facial Anims: Immediate Play	面部动作:立即执行
00AAB3B0	All Anims: Immediate Play	所有动作:立即执行
00AAB3D0	Animation Types	dong    zuo  
00AAB3E0	No animation to play	没动作可执行! 
00AAB410	Press Menu Back to stop this scenario	按 (退格键) 返回停止此场景
00AAB438	Human Scenarios	人类场景 1
00AAB448	Animal Scenarios	动物场景 2
00AAB4E8	Whoops, nothing to see here	这个选项什么都没有
00AAB570	Simple	简单
00AAB578	Advanced	高级
00AAB588	Custom Weapon	自定义武器
00AAB598	Small Arms	轻武器
00AAB5A4	Rifles	步枪
00AAB5AC	Heavy	重武器
00AAB5B8	Explosives	爆炸物
00AAB5C8	Gangsta	黑帮
00AAB5D0	Countryside	乡村风
00AAB5E0	Random (all weapons)	随机,所有武器
00AAB5F8	Random (w/o instant kill weapons)	随机,不含瞬间致命武器
00AAB620	Died At 2 Stars Or More	等级,超/含2星死
00AAB638	Died At 3 Stars Or More	等级,超/含3星死
00AAB650	Died At 4 Stars Or More	等级,超/含4星死
00AAB668	Died At 5 Stars	5星/立刻死
00AAB678	UNLIMITED	无限
00AAB684	10 MIN	10 分
00AAB68C	20 MIN	20 分
00AAB694	30 MIN	30 分
00AAB69C	60 MIN	60 分
00AAB6A4	90 MIN	90 分
00AAB6B0	120 MIN	120 分
00AABAD8	Only Men Are Angry	仅男性NPC愤怒
00AABAF0	Only Women Are Angry	仅女性NPC愤怒
00AABE10	Peds Angry	NPC/愤怒
00AABE20	Peds Weapons	NPC携带武器
00AABE30	Peds Health	NPC血量设置
00AABE40	Peds Accuracy	NPC射击准确度
00AABE50	NPC Show Current Health	显示NPC当前血量
00AABE68	Everyone Permanently Calm	所有NPC永久保持冷静
00AABE88	Everyone Invincible	所有NPC无敌
00AABEA0	Everyone Dies	所有NPC死亡
00AABEB0	Effects Include Drivers	效果包括驾驶员
00AABEC8	Effects Include Pilots	效果包括飞行员
00AABEE0	NPC No Gravity Peds	所有NPC无重力
00AABEF8	Aggressive Drivers	危险的驾驶员
00AABF10	Spooked Drivers	受惊的驾驶员
00AABF20	Vigilante Citizens	义务警员市民
00AABF38	Show Vigilante Blips	显示义警标记
00AABF50	People Effects	Xing       Ren
00AABF60	All Vehicles Invincible	所有的车辆无敌
00AABF78	All Vehicles Abandoned	所有车辆被遗弃 
00AABF90	All Vehicles Exploded	所有的车辆爆炸
00AABFA8	NPC Vehicles No Lights	NPC 车辆禁开灯光
00AABFC0	NPC Vehicles Have Neon/Xenon Lights	NPC 车辆有霓虹灯/氙气灯
00AABFE8	NPC Vehicles Use Full Beam	NPC 车辆使用远光灯
00AAC008	NPC Dirty Vehicles	NPC 车辆 肮脏
00AAC020	NPC Clean Vehicles	NPC 车辆 干净
00AAC038	NPC No Gravity Vehicles	NPC 车辆无重力
00AAC050	NPC Vehicles Reduced Grip	NPC 车辆抓地力降低
00AAC070	NPC Vehicles Forced Speed	NPC 车辆强制速度
00AAC090	Boost NPC Radio Volume	NPC 车辆广播音量提高
00AAC0A8	NPC Vehicles Colour	NPC 车辆的颜色
00AAC0C0	Bus Interior Light On At Night	夜间公交车/车内灯光开启
00AAC0E0	Destroy Car On Collision	碰撞时破坏对方车辆
00AAC100	Vehicle Effects	che  liang
00AAC110	Angry Peds Use Cover	愤怒的NPC会用掩体
00AAC128	Angry Peds Also Target You	愤怒的NPC会攻击你
00AAC148	Ped Type	性 别:
00AAC158	Targeted Angry Peds	仅目标NPC愤怒
00AAC170	Peds Angry Options	NPC     Fen     Nu
00AAC188	Enabled	启用
00AAC190	Peds Armed With...	NPC携带的武器
00AAC1A8	Peds Can Switch Weapons	NPC会自主切换武器
00AAC1C0	Explosive Melee	爆炸近战
00AAC1D0	Explosive Ammo	爆炸弹药
00AAC1E0	Peds Weapons Options	NPC   de    wu   qi
00AAC210	Equip the Stungun. Aim at a ped and at another ped to start a fight.	用电击枪,瞄准一个NPC,再瞄准另个NPC,即可挑起打斗 !
00AAC490	No Function	无功能 
00AAC4A0	Fix Car	修车
00AAC4A8	Clean Car	清洁车
00AAC4B8	Heal Player	治疗玩家
00AAC4C8	Reset Wanted	清除通缉
00AAC4D8	Replay Last Anim	重复之前动作
00AAC4F0	Teleport To Marker	传送到标记点
00AAC508	Teleport To Mission Marker	传送到任务标记点
00AAC528	Teleport To Vehicle As Passenger	以乘客传送至附近车辆
00AAC550	Teleport To Last Veh	传送至最后车辆
00AAC568	Toggle Invisibility	切换 隐身状态
00AAC580	Fill Ammo	补充弹药
00AAC590	Next Radio Track	下一首歌曲
00AAC5A8	Toggle Night Vision	切换 夜视
00AAC5C0	Toggle Thermal Vision	切换  热成像  
00AAC5D8	Slow Motion (Hold Key)	慢动作 (长按键) 
00AAC5F0	Half Normal Motion (Hold Key)	0.5倍正常速度(长按键)
00AAC610	Normal Motion (Hold Key)	正常速度 (长按键)
00AAC630	Vehicle Extra Power (Hold Key)	车辆提高动力 (长按键)
00AAC650	Kill All Nearby Peds	杀死附近行人
00AAC668	Explode All Vehicles	爆炸所有车辆
00AAC680	Flip A Vehicle	翻转车辆
00AAC690	Speed Limiter	限 速 器
00AAC6A0	Toggle Invincibility	切换 无敌状态
00AAC6B8	Toggle Engine ON/OFF	汽车引擎 启/停
00AAC6D0	Kill Engine	毁坏引擎
00AAC6E0	Driver Window Roll	主驾车窗升降
00AAC6F8	Interior Light	车内灯/开关
00AAC708	Search Light	探照灯/开关
00AAC718	Give All Weapons	添加所有武器
00AAC730	Toggle Vision For Sniper Rifles	切换狙击步枪开镜视角
00AAC750	Doors Locked	锁定车门
00AAC760	Change Seat	换座位
00AAC770	Toggle Global Game Speed	切换全局游戏速度
00AAC790	Toggle Handbrake	开关 手刹  
00AAC7A8	Toggle Burnout	开关 烧胎
00AAC7B8	Toggle Vehicle Alarm	开关 车辆警报
00AAC7D0	Toggle Traction Control	切换牵引力控制
00AAC7E8	Remove Waypoint Marker	移除导航路径线
00AAC800	Clear Props	删除饰品
00AAC810	Enter Damaged Vehicle	进入损毁的车辆
00AAC828	Fire Mode	射击模式
00AAC838	Mini Map Size	小地图大小
00AAC848	Spawn Bodyguard	生成保镖  
00AAC858	Add Nearest Ped As Bodyguard	添加最近路人为保镖
00AAC878	Dismiss All Bodyguards	解散所有的保镖
00AAC890	Muffled Radio	电台静音
00AAC8A0	Nitrous (Hold Key)	氮气 (长按键)
00AAC8B8	Drop Bomb	投炸弹
00AAC8C8	Police Lights	警灯/开关
00AAC8D8	Add/Remove Bodyguard Weapons	添加/移除保镖武器  
00AAC8F8	Spawn Saved Vehicle	生成已保存车辆
00AAC910	Spawn Vehicle Manually	手动生成车辆
00AAC928	Drop Mine [HK + 1-6]	投放地雷[HK+1-6]
00AAC940	Open/Close Vehicle Door [HK + 1-6]	开/关 车门  [按快捷键+1-6]
00AAC968	Freeze/Unfreeze Time	时间 冻结/解冻
00AAC980	Wanted Level [HK + 0-5]	通缉等级 [HK+0-5]
00AAC998	Freeze/Unfreeze Wanted Level	冻结/解冻 通缉等级
00AAC9B8	Hide/Show HUD	隐显/小地图
00AAC9C8	Traffic On/Off	交通 开/关
00AAC9D8	Circle Around Leader	环形围绕玩家
00AAC9F0	Line With Leader At Center	以玩家为中心并排
00AACA10	When Menu Is Open	菜单打开时
00AACA28	Head/Face	头部脸部
00AACA38	Beard/Mask	面具胡子
00AACA48	Hair/Hat	头发帽子
00AACA54	Top	上衣
00AACA58	Legs	裤子
00AACA60	Accessory/Gloves	配饰/手套
00AACA78	Accessory/Shoes	配饰/鞋子
00AACA88	Accessory	物品
00AACA94	Badges	徽章
00AACAA0	Shirt/Jacket	衬衫夹克
00AACAB0	Hats/Masks/Helmets	帽子面具头盔
00AACAC8	Glasses	眼镜
00AACAD0	Earrings	耳环
00AACB28	Texture #	款式项
00AACB38	Available Textures	ke  yong kuan  shi
00AACB70	Drawable #	皮肤项
00AACB80	Available Drawables	ke   yong   pi   fu
00AACB98	~r~All bodyguards are dead	~r~所有保镖都死了 !
00AACBB4	Slot 	槽
00AACBC0	Skin Details	gai  pi  fu
00AACBD0	Nothing	没有
00AACBD8	Prop Item #	饰品项
00AACBE8	Available Props	ke yong shi pin
00AACBF8	Nothing available for this model	该模型没有可用内容
00AACC20	Prop Categories	shi   pin   lei
00AACC30	Pistol .50	手枪.50
00AACC40	Pistol 50	手枪 50
00AACC50	Weapon Tints	武器涂装
00AACC60	Cannot spawn any more bodyguards	无法再生成更多保镖了! 
00AACC90	Enter a number of the bodyguard (that is above his head) you want to save:	输入你想要保存的,  保镖编号!  (显示在其头顶上的数字)
00AACCE0	Enter Name Manually	手动输入名称
00AACCF8	Saved Bodyguard 	已保存保镖
00AACD10	Enter a save name:	输入保存名称
00AACD28	Saved bodyguard	已保存保镖
00AACD38	Save error	出错了!
00AACD48	No bodyguards found	未找到保镖 ! 
00AACD60	Wrong number	错误编号
00AACD70	Enter a new name:	输入新名称 :
00AACD88	Create New Bodyguard Save	创建新保镖存档
00AACDA8	Saved Bodyguards	保存的保镖
00AACDBC	Spawn	生成
00AACDC8	Overwrite With Current	用当前内容覆盖
00AACDE0	Rename	改名
00AACDE8	Delete	删除
00AACDF0	Players	主角
00AACE00	Animals	动物
00AACE08	Modify Skin	改皮肤
00AACE18	Modify Props	修改饰品
00AACE28	Modify Weapon	修改武器
00AACE38	Bodyguard Skins	bao biao  pi fu
00AACE50	Enter bodyguard model name (e.g. random, saved_bodyguards, random_story):	输入保镖模型名称: (random随机) 或 (random_story随机多个 )
00AACE9C	random	随机
00AACEA8	Couldn't find model '	找不到此模型 '
00AACEC0	Enter a number of the bodyguard (that is above his head) you want to modify the skin of:	输入你想要修改(皮肤或配饰)的保镖编号!  (该编号显示在其头顶上)
00AACF20	Enter a number of the bodyguard (that is above his head) you want to modify the weapon of:	输入你想要，修改武器的保镖编号!（该编号，显示在其头顶上!）    
00AACF80	Player Skins	zhu     jue 
00AACF90	NPC Skins	NPC pi fu
00AACFA0	Online Skins	zai    xian 
00AACFB0	Animal Skins	dong   wu
00AACFC0	 weapons toggled	 武器已切换
00AACFD8	All bodyguard 	保镖装备: 
00AACFE8	Toggle All Weapons In Category	此类别所有武器: 装/卸
00AAD008	All bodyguard weapons enabled	所有保镖已启用武器
00AAD028	All bodyguard weapons disabled	所有保镖已禁用武器
00AAD048	Toggle All Weapons Off	禁用所有的武器
00AAD060	Toggle All Weapons On	启用所有的武器
00AAD078	Choose Bodyguard Weapons	xuan ze  bao biao  wu qi
00AAD098	Mark On Map Options	bao  biao  tu  biao
00AAD0B0	Blip Size	标大小
00AAD0C0	Blip Colour	标颜色
00AAD0D0	Blip Symbol	标样式
00AAD0E0	Blip Flashing	标记闪烁 
00AAD0F0	Show Blip Number	显示标编号 
00AAD108	You don't have any bodyguards	你还没有任何的保镖 !
00AAD128	Bodyguards dismissed	所有保镖已解散!
00AAD160	Aggressive driving	激进鲁莽驾驶
00AAD178	Careful driving	小心的驾驶
00AAD188	Bodyguard Options	bao     biao
00AAD1A0	Spawn Bodyguard: 	生成保镖:  
00AAD1B8	Dismiss Bodyguard	自定义解散
00AAD1D0	Toggle Bodyguards To Follow Player	切换保镖跟随玩家的方式
00AAD1F8	Spawn Ped: 	生成为路人: 
00AAD208	Change Model	更改模型
00AAD218	Choose Weapons	选择武器
00AAD228	Different Weapons	不同的武器
00AAD240	Armed With...	携带武器:
00AAD250	Mark On Map	地图标记
00AAD260	Invincible	无敌
00AAD270	Infinite Ammo	无限弹药
00AAD280	Spawn With Helmet	生成时戴头盔
00AAD298	Despawn When Dead/Dismissed	保镖死亡解散时消失
00AAD2B8	Spawn Distance	生成距离
